Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN - Unknown,Serial Number,Make,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Mileage,Mileage - Unknown,Driver / Operator Type,ADAS/ADS Version,ADAS/ADS Version - Unknown,ADAS/ADS Version CBI,ADS Equipped?,Automation System Engaged?,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Other,Source - Other Text,Incident Date,Incident Date - Unknown,Notice Received Date,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude  - Unknown,Longitude,Longitude - Unknown,Address,Address - Unknown,City,City - Unknown,State,Zip Code,Zip Code - Unknown,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Posted Speed Limit - Unknown,Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity,Property Damage?,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Law Enforcement Investigating?,Investigating Agency,Investigating Agency - Unknown,Rep Ent Or Mfr Investigating?,Investigating Officer Name,Inv. Officer Name - Unknown,Investigating Officer Phone,Inv. Officer Phone - Unknown,Investigating Officer Email,Inv. Officer Email - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?,system_type
30531-2615,2,Transdev Alternative Services,10-Day Update,,,APR-2022,SADHW2S1XM1, ,,Jaguar,I-Pace, ,2021.0, ,3f5f631b7210b62,25407.0, ,In-Vehicle (Commercial / Test),,Y, ,"Unknown, see Narrative","Unknown, see Narrative",Waymo LLC., , , , ,Y, , , ,,MAR-2022, ,MAR-2022,01:16, ,ef4200310e24064,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,30.0, ,Dark - Lighted, , , , , , ,Y, ,,SUV,No Injuries Reported,Yes,Proceeding Straight,Unknown,No, , ,Y, , ,Y, , ,Y, , ,Proceeding Straight,No,Yes,Yes,9.0, ,Y, , ,Y, , ,Y, , , , , , , , ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On March [XXX], 2022 at 1:16 AM PST a Waymo Autonomous Vehicle ('Waymo AV') operating in San Francisco, California was in a collision involving a SUV on [XXX] and [XXX].
The Waymo AV was slowing for a stop sign while traveling westbound on [XXX] in autonomous mode. An SUV approached from behind and made contact with the rear of the Waymo AV. The other party immediately left the scene of the event. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position). Both vehicles sustained moderate damage.
Transdev Alternative Services is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo's initial internal report mistakenly indicated that this event occurred in manual mode but a routine review of collision data revealed that the ADS was engaged. Waymo immediately submitted this report the same day this was discovered. Transdev may supplement or correct its reporting with additional information as it may become available. This report in is a duplicate to WaymoLLC-202203[XXX]-0 (rev.202203[XXX]175529).", ,Other
30531-2595,2,Transdev Alternative Services,10-Day Update,,,APR-2022,SADHW2S19M1, ,,Jaguar,I-Pace, ,2021.0, ,720a2c8a04ccf0d,13088.0, ,In-Vehicle (Commercial / Test),,Y, ,"Unknown, see Narrative","Unknown, see Narrative",Waymo LLC., , , , ,Y, , , ,,MAR-2022, ,MAR-2022,14:57, ,078bbba609474d8,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Phoenix, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25.0, ,Daylight, , ,Y, , , , , ,,Passenger Car,Unknown,Yes,Proceeding Straight,Yes,Yes, , ,Y, , ,Y, , ,Y, , ,Stopped,No,Yes,Yes,0.0, , , ,Y, , ,Y, , , , , , , , , ,Y,Y, , ,Yes,Pheonix Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,Yes, ,"On March [XXX], 2022 at 15:14 PM PST a Waymo Autonomous Vehicle ('Waymo AV') operating in Phoenix, Airozna was in a collision involving a passenger car on [XXX] at [XXX]. 
At the time of the impact, the Waymo AV's Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode.  The Waymo AV was stationary at a 4-way stop sign intersection when an oncoming car departed from its lane and struck the Waymo AV.  Both vehicles sustained damage in the front of the vehicle. 
Transdev Alternative Services is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away and a vehicle's airbag(s) deployed. Transdev may supplement or correct its reporting with additional information as it may become available. This repot is a duplicate to WaymoLLC-202203[XXX]-0 (rev.202203[XXX]213142).", ,Other
30890-2633,1,Transdev Services Inc.,Monthly - No Incidents,3.0,2022.0,APR-2022,, ,,,, ,, , ,, ,,, , ,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, ,Other
30531-2617,1,Transdev Alternative Services,1-Day,,,APR-2022,SADHW2S19M1, ,,Jaguar,I-Pace, ,2021.0, ,d486f6b56e17cbc,10576.0, ,In-Vehicle (Commercial / Test),,Y, ,"Unknown, see Narrative","Unknown, see Narrative",Waymo LLC., , , , ,Y, , , ,,APR-2022, ,APR-2022,02:27, ,a64835cbf9811d8,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,30.0, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Making Right Turn,No,No, , , , , , ,Y, , , , ,Proceeding Straight,No,Yes,Yes,20.0, , , , , , ,Y, , , , , , , , , ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On April [XXX], 2022 at 2:27 AM PST a Waymo Autonomous Vehicle ('Waymo AV') operating in San Francisco, California was in a collision involving a passenger vehicle on [XXX] at [XXX]. 
The Waymo AV was in autonomous mode and proceeding southbound on [XXX] in the rightmost lane, with a passenger vehicle traveling parallel in the left adjacent lane. As the two vehicles approached [XXX], the passenger vehicle cut into the Waymo's lane and braked before turning right on [XXX]. As the passenger vehicle executed the right turn, the Waymo AV test driver transitioned to manual mode, applied the brakes, but made contact with the passenger side rear corner of the passenger vehicle. At the time of the impact, the Waymo AV's Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The other party immediately left the scene of the event. The Waymo AV sustained minor damage.
Transdev Alternative Services is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Transdev may supplement or correct its reporting with additional information as it may become available. This report is a duplicate to WaymoLLC-202204[XXX]-0 (rev.202204[XXX]155518).", ,Other
30531-2616,1,Transdev Alternative Services,1-Day,,,APR-2022,SADHW2S18M1, ,,Jaguar,I-Pace, ,2021.0, ,2c7a9a00277e615,25713.0, ,In-Vehicle (Commercial / Test),,Y, ,"Unknown, see Narrative","Unknown, see Narrative",Waymo LLC., , , , ,Y, , , ,,MAR-2022, ,MAR-2022,11:07, ,b87c3d684c9934c,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25.0, ,Daylight,Y, , , , , , , ,,SUV,No Injuries Reported,Yes,Proceeding Straight,No,No, , ,Y, , ,Y, , ,Y, , ,Proceeding Straight,No,Yes,Yes,4.0, ,Y, , ,Y, , ,Y, , , , , , , , ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On March [XXX], 2022 at 11:07 AM PST a Waymo Autonomous Vehicle ('Waymo AV') operating in San Francisco, California was in a collision involving an SUV on the 1000 block of [XXX]. 
The Waymo AV was stopped at a red traffic light on southbound [XXX] when a pedestrian entered the crosswalk. When the traffic light turned green, the Waymo AV remained stopped for a crossing pedestrian who had just reached the pedestrian island in the middle of the crosswalk. After a brief pause, the ADV started to proceed, when the SUV behind the Waymo AV then made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position). Both vehicles sustained minor damage.
Transdev Alternative Services is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Transdev may supplement or correct its reporting with additional information as it may become available. This report is a duplicate to WaymoLLC-202203[XXX]-10 (rev.2022040[XXX]65049).", ,Other
30531-2615,1,Transdev Alternative Services,1-Day,,,APR-2022,SADHW2S1XM1, ,,Jaguar,I-Pace, ,2021.0, ,3f5f631b7210b62,25407.0, ,In-Vehicle (Commercial / Test),,Y, ,"Unknown, see Narrative","Unknown, see Narrative",Waymo LLC., , , , ,Y, , , ,,MAR-2022, ,MAR-2022,01:16, ,ef4200310e24064,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,30.0, ,Dark - Lighted, , , , , , ,Y, ,,SUV,No Injuries Reported,Yes,Proceeding Straight,Unknown,No, , ,Y, , ,Y, , ,Y, , ,Proceeding Straight,No,Yes,Yes,9.0, ,Y, , ,Y, , ,Y, , , , , , , , ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On March [XXX], 2022 at 1:16 AM PST a Waymo Autonomous Vehicle ('Waymo AV') operating in San Francisco, California was in a collision involving a SUV on [XXX] and [XXX].
The Waymo AV was slowing for a stop sign while traveling westbound on [XXX] in autonomous mode. An SUV approached from behind and made contact with the rear of the Waymo AV. The other party immediately left the scene of the event. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position). Both vehicles sustained moderate damage.
Transdev Alternative Services is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo's initial internal report mistakenly indicated that this event occurred in manual mode but a routine review of collision data revealed that the ADS was engaged. Waymo immediately submitted this report the same day this was discovered. Transdev may supplement or correct its reporting with additional information as it may become available. This report in is a duplicate to WaymoLLC-202203[XXX]-0 (rev.202203[XXX]175529).", ,Other
30791-2614,1,AutoX Technologies Inc,Monthly - No Incidents,3.0,2022.0,APR-2022,, ,,,, ,, , ,, ,,, , ,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, ,Other
1263-2613,1,"Suzuki Motor USA, LLC",Monthly - No Incidents,4.0,2022.0,APR-2022,, ,,,, ,, , ,, ,,, , ,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, ,Other
2622-2608,1,"Bendix Commercial Vehicle Systems, LLC",Monthly - No Incidents,4.0,2022.0,APR-2022,, ,,,, ,, , ,, ,,, , ,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, ,Other
30413-2606,1,May Mobility,Monthly - No Incidents,3.0,2022.0,APR-2022,, ,,,, ,, , ,, ,,, , ,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, ,Other
30510-2599,1,"Cyngn, Inc",Monthly - No Incidents,2.0,2022.0,MAR-2022,, ,,,, ,, , ,, ,,, , ,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, ,Other
30531-2595,1,Transdev Alternative Services,1-Day,,,MAR-2022,SADHW2S19M1, ,,Jaguar,I-Pace, ,2021.0, ,720a2c8a04ccf0d,13088.0, ,In-Vehicle (Commercial / Test),,Y, ,"Unknown, see Narrative","Unknown, see Narrative",Waymo LLC., , , , ,Y, , , ,,MAR-2022, ,MAR-2022,14:57, ,078bbba609474d8,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Phoenix, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25.0, ,Daylight, , ,Y, , , , , ,,Passenger Car,Unknown,Yes,Proceeding Straight,Yes,Yes, , ,Y, , ,Y, , ,Y, , ,Stopped,No,Yes,Yes,0.0, , , ,Y, , ,Y, , , , , , , , , ,Y,Y, , ,Yes,Pheonix Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,Yes, ,"On March [XXX], 2022 at 15:14 PM PST a Waymo Autonomous Vehicle ('Waymo AV') operating in Phoenix, Airozna was in a collision involving a passenger car on [XXX] at [XXX]. 
At the time of the impact, the Waymo AV's Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode.  The Waymo AV was stationary at a 4-way stop sign intersection when an oncoming car departed from its lane and struck the Waymo AV.  Both vehicles sustained damage in the front of the vehicle. 
Transdev Alternative Services is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away and a vehicle's airbag(s) deployed. Transdev may supplement or correct its reporting with additional information as it may become available. This repot is a duplicate to WaymoLLC-202203[XXX]-0 (rev.202203[XXX]213142).", ,Other
30531-2473,2,Transdev Alternative Services,10-Day Update,,,MAR-2022,SADHW2S18M1, ,,Jaguar,I-Pace, ,2021.0, ,04f736aacb7513d,30534.0, ,In-Vehicle (Commercial / Test),,Y, ,"Unknown, see Narrative","Unknown, see Narrative",Waymo LLC., , , , ,Y, , , ,,MAR-2022, ,MAR-2022,21:39, ,810ff5231ba3d6d,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Phoenix, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,35.0, ,Dark - Lighted,Y, , , , , , , ,,Van,No Injuries Reported,Yes,Proceeding Straight,Yes,Yes, , ,Y, , ,Y, , ,Y, , ,Stopped,No,Yes,Yes,0.0, ,Y, , ,Y, , ,Y, , , , , , , , ,Y,Y, , ,Yes,Phoenix Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,Yes, ,"The content of this report is unchanged from the initial report submitted on March [XXX], 2022 [Waymo Report ID # 30270-2465-1]. 
On March [XXX], 2022 at 9:39 PM PST a Waymo Autonomous Vehicle ('Waymo AV') operating in Phoenix, AZ was in a collision involving a van on N. [XXX] at [XXX]. 
The Waymo AV was stopped at a red light on southbound N. [XXX] when a van behind the Waymo AV failed to stop and made contact with the rear bumper of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position). The van and Waymo AV sustained moderate damage.
Transdev Alternative Services is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Transdev may supplement or correct its reporting with additional information as it may become available. This report is a duplicate to WaymoLLC-202203[XXX]-70 (rev.202203[XXX]213142).", ,Other
30890-2566,1,Transdev Services Inc.,Monthly - No Incidents,2.0,2022.0,MAR-2022,, ,,,, ,, , ,, ,,, , ,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, ,Other
30531-2565,1,Transdev Alternative Services,Monthly,2.0,2022.0,MAR-2022,SADHW2S17M1, ,,Jaguar,Ipace, ,2021.0, ,e0571a62a1ccccb,13801.0, ,In-Vehicle (Commercial / Test),,Y, ,"Unknown, see Narrative","Unknown, see Narrative",Waymo LLC., , , , ,Y, , , ,,FEB-2022, ,FEB-2022,08:44, ,a85a7c4da377987,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25.0, ,Daylight,Y, , , , , , , ,,SUV,No Injuries Reported,Yes,Crossing into Opposing Lane,No,No, , , , , , , ,Y, , , ,Stopped,No,No,Yes,0.0, ,Y, , , , , , , , , , , , , , ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On February [XXX], 2022 at 8:44 AM PST a Waymo Autonomous Vehicle ('Waymo AV') operating in San Francisco, California was in a collision involving a SUV on [XXX] and [XXX].
The Waymo AV was stopped at a stop sign facing west on [XXX] in autonomous mode while yielding to pedestrians in the crosswalk. After the pedestrians had crossed, the Waymo started to edge forward when an SUV to the Waymo AV's rear passed the Waymo AV by driving in the oncoming traffic lane and made contact with the left rear sensor housing of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode and a test driver was present (in the driver's seating position). The Waymo AV sustained minor damage.
Transdev Alternative Services is reporting this crash under Request No. 2 of Standing General Order 2021-01. Transdev may supplement or correct its reporting with additional information as it may become available. This report is a duplicate to WaymoLLC-202202[XXX]-0 (rev.202203[XXX]182926).", ,Other
30531-2564,1,Transdev Alternative Services,Monthly,2.0,2022.0,MAR-2022,SADHW2S1XM1, ,,Jaguar,Ipace, ,2021.0, ,4c109ee6f767a49,9960.0, ,In-Vehicle (Commercial / Test),,Y, ,"Unknown, see Narrative","Unknown, see Narrative",Waymo LLC., , , , ,Y, , , ,,FEB-2022, ,FEB-2022,15:05, ,6760a5723220425,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,"Other, see Narrative",25.0, ,Daylight,Y, , , , , , , ,,Pickup Truck,No Injuries Reported,Yes,Passing,No,No, ,Y, , , , , , , , , ,Stopped,No,No,Yes,0.0, ,Y, , , , , , , , , , , , , , ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On February [XXX], 2022 at 3:05 PM PST a Waymo Autonomous Vehicle ('Waymo AV') operating in San Francisco, California was in a collision involving a pick-up truck on [XXX] near [XXX]. 
The Waymo AV was traveling westbound on [XXX] in autonomous mode and came to a stop while yielding to an oncoming pick-up truck in a narrow roadway. The oncoming truck continued proceeding straight and made contact with the rear left sensor of the Waymo AV.  At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position). Both vehicles sustained minor damage.
Transdev Alternative Services is reporting this crash under Request No. 2 of Standing General Order 2021-01. Transdev may supplement or correct its reporting with additional information as it may become available. This report us a duplicate to WaymoLLC-202202[XXX]-0 (rev.202203[XXX]183905).", ,Other
30531-2563,1,Transdev Alternative Services,Monthly,2.0,2022.0,MAR-2022,SADHW2S10M1, ,,Jaguar,Ipace, ,2021.0, ,fc507050d262298,17237.0, ,In-Vehicle (Commercial / Test),,Y, ,"Unknown, see Narrative","Unknown, see Narrative",Waymo LLC., , , , ,Y, , , ,,FEB-2022, ,FEB-2022,15:02, ,82533cc71dbe287,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25.0, ,Daylight,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,No,No, , ,Y, , ,Y, , , , , ,Stopped,No,No,Yes,0.0, , , , , , , , , , , ,Y, , , , ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On February [XXX], 2022 at 3:02 PM PST a Waymo Autonomous Vehicle ('Waymo AV') operating in San Francisco, California was in a collision involving a passenger vehicle on [XXX] at [XXX].
The Waymo AV was stopped at a red light facing north on [XXX] at the [XXX] intersection in autonomous mode. While the traffic light was still red, the vehicle immediately behind the Waymo AV began to accelerate and made contact with the rear bumper of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position). The Waymo AV sustained minor damage.
Transdev Alternative Services is reporting this crash under Request No. 2 of Standing General Order 2021-01. Transdev may supplement or correct its reporting with additional information as it may become available. This report is a duplicate to WaymoLLC-202202[XXX]-0 (rev.202203[XXX]185352).", ,Other
30531-2562,1,Transdev Alternative Services,Monthly,2.0,2022.0,MAR-2022,SADHW2S19M1, ,,Jaguar,Ipace, ,2021.0, ,3e2c94c7b8660e0,16818.0, ,In-Vehicle (Commercial / Test),,Y, ,"Unknown, see Narrative","Unknown, see Narrative",Waymo LLC., , , , ,Y, , , ,,FEB-2022, ,FEB-2022,19:45, ,330b02ca7bf113d,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,35.0, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,No,No, , ,Y, , , , , , , , ,Stopped,No,No,Yes,0.0, , , , , , , ,Y, , , , , , , , ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On February [XXX], 2022 at 7:45 PM PST a Waymo Autonomous Vehicle ('Waymo AV') operating in San Francisco, California was in a collision involving a passenger vehicle at the northbound merge lane on the 100 block of [XXX]. 
While attempting a merge onto northbound [XXX] from southbound [XXX], the Waymo AV came to a stop to yield for approaching traffic on the right. While stopped, a vehicle approached from behind and made contact with the rear bumper of the Waymo AV. The other vehicle left the scene without exchanging information.  At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position). The Waymo AV sustained minor damage.
Transdev Alternative Services is reporting this crash under Request No. 2 of Standing General Order 2021-01. Transdev may supplement or correct its reporting with additional information as it may become available. This report is a duplicate to WaymoLLC-202202[XXX]-0 (rev.202203[XXX]190204).", ,Other
30531-2561,1,Transdev Alternative Services,Monthly,2.0,2022.0,MAR-2022,SADHW2S10M1, ,,Jaguar,Ipace, ,2021.0, ,ed590c651fc2b4e,8771.0, ,In-Vehicle (Commercial / Test),,Y, ,"Unknown, see Narrative","Unknown, see Narrative",Waymo LLC., , , , ,Y, , , ,,FEB-2022, ,FEB-2022,00:49, ,5c272086feb4f9f,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25.0, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Changing Lanes,No,No, , , , , , , , , , ,Y,Stopped,No,No,Yes,0.0, , , , , , , ,Y, , , , , , , , ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On February [XXX], 2022 at 12:49 AM PST a Waymo Autonomous Vehicle ('Waymo AV') operating in San Francisco, California was in a collision involving a passenger vehicle on [XXX] at [XXX].
The Waymo AV was stopped at a red light facing west on [XXX] at the [XXX] intersection in the left turn lane in autonomous mode. While the traffic light was still red, the vehicle immediately behind the Waymo AV began to accelerate toward the right side of the Waymo AV and made contact with the right rear bumper of the Waymo AV.  The other vehicle left the scene without exchanging information. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position). The Waymo AV sustained minor damage.
Transdev Alternative Services is reporting this crash under Request No. 2 of Standing General Order 2021-01. Transdev may supplement or correct its reporting with additional information as it may become available. This report is a duplicate to WaymoLLC-202202[XXX]-0 (rev.202203[XXX]191027).", ,Other
30531-2560,1,Transdev Alternative Services,Monthly,2.0,2022.0,MAR-2022,SADHW2S17M1, ,,Jaguar,Ipace, ,2021.0, ,6928114ae21e747,21701.0, ,In-Vehicle (Commercial / Test),,Y, ,"Unknown, see Narrative","Unknown, see Narrative",Waymo LLC., , , , ,Y, , , ,,FEB-2022, ,FEB-2022,13:00, ,4aa11f8103e3b99,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25.0, ,Daylight,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , , , , ,Y, , ,Proceeding Straight,No,No,Yes,1.0, , , , ,Y, , , , , , , , , , , ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On February [XXX], 2022 at 1:00 PM PST a Waymo Autonomous Vehicle ('Waymo AV') operating in San Francisco, California was in a collision involving a passenger vehicle on [XXX] at [XXX].
While traveling southbound on [XXX] at [XXX] in autonomous mode, the Waymo AV approached a green light and signaled for a right turn when a pedestrian entered the adjacent crosswalk in accordance with the pedestrian 'WALK' signal. As the Waymo AV began to slow, the driver transitioned the system into manual mode. A few seconds later, a passenger vehicle approached from behind and made contact with the rear bumper of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV sustained minor damage.
Transdev Alternative Services is reporting this crash under Request No. 2 of Standing General Order 2021-01. Transdev may supplement or correct its reporting with additional information as it may become available. This report is a duplicate to WaymoLLC-202202[XXX]-0 (rev.202203[XXX]192206).", ,Other
30533-2559,1,STEER Tech,Monthly - No Incidents,3.0,2022.0,MAR-2022,, ,,,, ,, , ,, ,,, , ,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, ,Other
30291-2558,1,Nuro,Monthly - No Incidents,2.0,2022.0,MAR-2022,, ,,,, ,, , ,, ,,, , ,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, ,Other
